student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group
392,master of engineering management,Return to Study,Academic Caution,0,Essential Skills,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,41.18,91.59,18.61,63.92,35,Access,Concern for Welfare,EG5220,38.34,14.08,35.31,59.09,98,Access,Concern for Welfare,EG5310,57.0,79.78,0.99,15.99,14,No Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health,Non-IT
393,master of engineering management,LOA,Excluded,0,4R Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,76.33,75.78,78.95,70.54,53,Access,Non Submission,EG5220,84.75,23.6,19.47,87.17,40,No Access,Attendance,EG5310,76.78,28.16,17.64,35.07,22,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness,Non-IT
394,master of engineering management,SRI to JCUB,Satisfactory,0,Writing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,72.3,70.73,19.39,90.74,88,Access,Non Submission,EG5220,59.91,46.19,88.66,66.21,99,No Access,Non Submission,EG5310,53.46,81.09,84.54,91.74,53,No Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health,Non-IT
395,master of engineering management,Excluded,Academic Caution,0,Writing,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,21.46,13.54,95.11,18.68,84,No Access,Concern for Welfare,EG5220,64.03,23.11,39.82,95.03,87,Access,Non Submission,EG5310,95.57,8.2,19.96,78.6,74,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,Non-IT
396,master of engineering management,Transferred,Academic Caution,0,Writing,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,49.59,66.98,13.3,44.01,26,Access,Non Submission,EG5220,60.37,22.83,66.16,55.47,77,Access,Non Submission,EG5310,10.29,70.37,1.06,79.4,82,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health,Non-IT
397,master of engineering management,First year,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,5.32,76.72,30.64,16.11,7,No Access,Non Submission,EG5220,83.34,75.41,98.96,38.26,5,No Access,Concern for Welfare,EG5310,86.01,10.06,66.54,56.42,52,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Late Enrollment,Non-IT
398,master of engineering management,Continuing,Conditional,0,Studiocity,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,89.03,23.74,67.86,91.68,17,No Access,Concern for Welfare,EG5220,39.35,19.24,51.77,22.34,74,Access,Non Submission,EG5310,61.67,68.54,71.21,32.45,35,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness,Non-IT
399,master of engineering management,First year,Academic Caution,0,Essential Skills and Reading,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,99.42,74.48,17.76,92.3,30,Access,Attendance,EG5220,7.78,78.06,69.29,42.25,7,No Access,Attendance,EG5310,82.7,37.58,41.48,48.12,34,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness,Non-IT
400,master of engineering management,New,At Risk,0,4R Essential Skills,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,19.28,60.69,30.4,18.05,68,Access,Attendance,EG5220,5.22,92.67,63.57,70.18,8,No Access,Attendance,EG5310,35.51,5.68,40.55,99.99,77,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Sickness,Non-IT
401,master of engineering management,Transferred,At Risk,0,Essential Skills and Reading,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,68.4,47.25,81.41,32.4,51,Access,Non Submission,EG5220,9.75,99.73,25.18,35.65,23,Access,Non Submission,EG5310,82.33,23.51,27.47,21.42,96,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness,Non-IT
402,master of engineering management,First year,At Risk,0,4R Essential Skills,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,22.97,25.89,21.87,13.29,43,Access,Attendance,EG5220,56.65,95.07,19.64,89.02,16,Access,Concern for Welfare,EG5310,37.38,4.53,75.39,85.73,44,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Death in family,Non-IT
403,master of engineering management,Excluded,Excluded,0,Essential Skills and Reading,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,EG5200,10.78,77.61,42.78,14.93,16,No Access,Non Submission,EG5220,26.14,29.59,93.96,75.7,75,No Access,Non Submission,EG5310,22.37,82.21,9.74,85.63,47,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,Non-IT
404,master of engineering management,Continuing,At Risk,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,78.93,69.88,27.94,40.78,7,Access,Non Submission,EG5220,93.78,87.21,79.52,72.06,43,Access,Non Submission,EG5310,78.08,60.16,32.93,76.01,44,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family,Non-IT
405,master of engineering management,Return to Study,Satisfactory,0,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,14.66,47.19,1.33,60.08,24,Access,Concern for Welfare,EG5220,51.8,88.78,25.97,96.67,3,No Access,Concern for Welfare,EG5310,41.8,80.05,58.94,31.4,7,No Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Mental health,Non-IT
406,master of engineering management,New,Excluded,0,Studiocity,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,28.89,85.48,93.08,7.91,88,No Access,Concern for Welfare,EG5220,47.91,4.28,84.44,44.75,13,No Access,Concern for Welfare,EG5310,10.23,19.18,48.94,75.96,51,No Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness,Non-IT
407,master of engineering management,SRI to JCUB,Conditional,0,Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,EG5200,3.73,39.08,18.6,73.92,55,No Access,Attendance,EG5220,76.61,20.42,53.15,82.59,48,Access,Non Submission,EG5310,85.01,58.97,82.72,54.09,10,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health,Non-IT
408,master of engineering management,SRI to JCUB,At Risk,0,Referencing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,40.86,62.57,98.66,54.64,73,Access,Attendance,EG5220,43.64,84.71,98.53,0.04,43,No Access,Concern for Welfare,EG5310,50.28,62.77,25.73,94.69,20,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health,Non-IT
409,master of engineering management,Return to Study,Excluded,0,Studiocity,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,EG5200,60.56,1.7,65.87,79.41,92,Access,Non Submission,EG5220,96.4,84.83,53.83,80.67,46,Access,Non Submission,EG5310,6.84,78.5,3.97,58.38,25,No Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health,Non-IT
410,bachelor of information technology,Return to Study,Satisfactory,0,Referencing,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,10.11,42.41,5.46,8.96,44,Access,Non Submission,CP1402,88.32,98.75,5.07,40.33,17,Access,Attendance,CP1404,21.3,64.47,29.98,32.94,11,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT
411,bachelor of information technology,Excluded,Excluded,2,4R Essential Skills,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,71.86,43.43,96.87,14.28,37,Access,Non Submission,CP1402,51.6,59.33,38.1,53.02,68,Access,Non Submission,CP1404,56.46,67.84,47.09,39.84,100,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental health,IT
412,bachelor of information technology,LOA,Academic Caution,CP1401,Referencing,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,53.44,6.58,49.26,89.2,52,Access,Non Submission,CP1402,48.53,86.99,62.81,87.67,64,No Access,Concern for Welfare,CP1404,23.71,98.68,54.93,42.63,0,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family,IT
413,bachelor of information technology,LOA,Satisfactory,0,Referencing,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,29.83,15.8,62.29,96.0,31,Access,Attendance,CP1402,71.01,73.0,68.2,88.33,64,Access,Non Submission,CP1404,8.92,74.46,91.63,56.48,47,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness,IT
414,bachelor of information technology,Transferred,Excluded,0,Referencing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,7.05,85.74,16.44,16.47,96,Access,Attendance,CP1402,30.99,51.68,85.12,34.53,47,Access,Non Submission,CP1404,34.54,3.91,63.76,96.67,42,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family,IT
415,bachelor of information technology,LOA,Satisfactory,4,4R Essential Skills,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,46.73,87.33,45.74,81.54,43,Access,Concern for Welfare,CP1402,57.89,25.86,73.13,73.93,40,Access,Non Submission,CP1404,78.34,42.46,74.17,59.51,72,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental health,IT
416,bachelor of information technology,Continuing,Excluded,0,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,28.18,3.88,99.55,44.14,99,Access,Concern for Welfare,CP1402,95.18,33.51,41.5,43.75,92,Access,Attendance,CP1404,84.57,7.11,38.97,88.4,31,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment,IT
417,bachelor of information technology,Excluded,Satisfactory,0,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,86.14,86.06,45.09,52.94,74,Access,Attendance,CP1402,64.35,20.57,20.95,64.71,51,Access,Attendance,CP1404,89.14,42.86,59.01,84.95,62,No Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management,IT
418,bachelor of information technology,SRI to JCUB,Conditional,CP1401,Studiocity,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,85.0,41.36,41.27,40.09,96,Access,Non Submission,CP1402,32.92,66.04,29.4,76.7,90,Access,Attendance,CP1404,44.03,69.5,64.76,66.47,86,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,IT
419,bachelor of information technology,Continuing,At Risk,CP1401,Studiocity,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,3.93,31.7,45.14,16.22,31,Access,Attendance,CP1402,88.63,7.46,48.12,7.28,80,Access,Non Submission,CP1404,71.61,40.88,5.95,12.43,56,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management,IT
420,bachelor of information technology,Continuing,Conditional,0,Essential Skills,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,86.3,70.84,66.42,15.43,55,Access,Non Submission,CP1402,91.28,55.51,37.67,73.76,29,Access,Non Submission,CP1404,22.13,71.33,39.38,28.47,45,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Mental health,IT
421,bachelor of information technology,Excluded,Conditional,0,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,73.4,10.25,30.64,87.03,78,Access,Non Submission,CP1402,24.04,66.11,91.74,11.96,17,Access,Non Submission,CP1404,18.27,43.79,32.83,1.64,15,No Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Poor time management,IT
422,bachelor of information technology,LOA,Academic Caution,0,Referencing,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,82.51,2.92,29.55,39.74,45,Access,Attendance,CP1402,0.71,12.83,51.98,71.0,57,Access,Attendance,CP1404,29.74,24.25,29.54,47.8,51,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management,IT
423,bachelor of information technology,LOA,Excluded,0,4R Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,81.04,15.7,1.99,52.11,83,Access,Attendance,CP1402,69.95,85.46,32.1,92.28,34,Access,Attendance,CP1404,24.11,30.12,55.73,52.52,51,No Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late Enrollment,IT
424,bachelor of information technology,LOA,Academic Caution,0,Essential Skills and Reading,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,95.42,43.14,16.83,21.48,80,Access,Attendance,CP1402,34.02,43.23,53.93,28.22,36,Access,Concern for Welfare,CP1404,15.32,45.15,4.7,68.95,56,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Sickness,IT
425,bachelor of information technology,LOA,Conditional,0,Referencing,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,53.14,19.81,66.58,67.82,27,Access,Concern for Welfare,CP1402,69.7,82.19,18.44,60.67,81,No Access,Attendance,CP1404,47.43,17.74,81.32,95.57,99,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Sickness,IT
426,bachelor of information technology,Excluded,Satisfactory,0,Essential Skills and Reading,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,59.73,72.67,2.55,58.24,50,Access,Attendance,CP1402,55.5,95.38,15.36,6.8,55,Access,Non Submission,CP1404,70.49,26.17,31.19,37.95,12,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Poor time management,IT
427,bachelor of information technology,First year,Academic Caution,0,Essential Skills,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,55.14,77.79,77.05,76.74,49,Access,Attendance,CP1402,32.8,27.03,47.18,65.03,46,No Access,Concern for Welfare,CP1404,11.69,76.4,49.06,39.4,17,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family,IT
428,bachelor of information technology,Excluded,Excluded,0,Studiocity,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,39.33,34.99,99.08,65.63,43,Access,Concern for Welfare,CP1402,19.2,9.08,22.2,3.15,0,No Access,Concern for Welfare,CP1404,82.01,0.97,78.27,67.37,57,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,IT
429,bachelor of information technology,Excluded,Satisfactory,0,Essential Skills and Reading,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP1401,53.35,53.62,86.39,27.42,91,Access,Attendance,CP1402,12.55,77.07,25.57,88.16,45,Access,Attendance,CP1404,99.4,79.75,29.01,28.48,6,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental health,IT
430,bachelor of information technology,Excluded,Satisfactory,0,Essential Skills and Reading,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,33.76,27.77,53.89,83.24,40,Access,Non Submission,CP1402,97.26,9.87,34.87,15.79,26,Access,Non Submission,CP1404,99.2,4.5,66.69,5.61,86,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management,IT
431,bachelor of information technology,New,Excluded,0,Referencing,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP1401,91.2,89.66,86.77,8.67,71,No Access,Concern for Welfare,CP1402,96.75,74.39,89.14,89.23,57,Access,Concern for Welfare,CP1404,34.1,39.54,17.58,64.22,21,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Death in family,IT
432,bachelor of information technology,Excluded,At Risk,CP1401,Essential Skills,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,28.86,96.61,67.15,95.96,29,Access,Concern for Welfare,CP1402,44.4,80.35,13.9,82.52,70,No Access,Concern for Welfare,CP1404,59.03,42.24,46.16,33.71,84,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late Enrollment,IT
433,bachelor of information technology,Continuing,At Risk,CP1401,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,62.26,82.35,48.98,10.78,95,No Access,Attendance,CP1402,75.99,84.97,32.28,4.12,37,No Access,Non Submission,CP1404,55.8,30.24,78.6,90.04,16,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health,IT
434,bachelor of information technology,LOA,Academic Caution,0,Referencing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,62.46,74.11,79.41,23.05,82,No Access,Non Submission,CP1402,38.31,46.41,87.73,40.18,48,Access,Concern for Welfare,CP1404,15.82,99.4,0.98,21.02,1,No Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Poor time management,IT
435,bachelor of information technology,Excluded,Satisfactory,0,Essential Skills,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,63.51,45.79,93.63,26.45,67,Access,Non Submission,CP1402,52.79,29.48,64.05,89.54,16,Access,Non Submission,CP1404,22.31,94.76,30.39,30.92,39,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management,IT
436,bachelor of information technology,Return to Study,At Risk,CP1404,4R Essential Skills,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,66.68,40.71,31.82,69.26,21,Access,Concern for Welfare,CP1402,37.13,61.32,57.04,50.53,1,Access,Non Submission,CP1404,77.79,80.68,30.17,86.48,55,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment,IT
437,bachelor of information technology,First year,Satisfactory,0,4R Essential Skills,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,43.1,51.63,40.97,94.71,82,Access,Non Submission,CP1402,20.34,10.44,14.02,91.41,33,Access,Non Submission,CP1404,91.93,43.23,74.65,20.5,47,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,IT
438,bachelor of information technology,First year,Conditional,0,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,73.79,40.73,95.73,57.69,71,No Access,Concern for Welfare,CP1402,54.32,17.48,79.85,67.08,72,No Access,Attendance,CP1404,87.81,60.41,36.93,67.66,30,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management,IT
439,bachelor of information technology,Return to Study,Satisfactory,2,Writing,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,20.05,85.17,98.21,16.09,36,Access,Non Submission,CP1402,74.68,84.23,40.49,93.29,63,Access,Non Submission,CP1404,77.03,2.93,43.15,92.83,1,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Death in family,IT
440,bachelor of information technology,Excluded,At Risk,3,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,42.1,54.37,78.7,21.3,1,Access,Attendance,CP1402,95.21,42.54,81.64,91.63,51,No Access,Attendance,CP1404,86.92,51.34,77.34,96.51,41,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health,IT
441,bachelor of information technology,Continuing,Conditional,0,Referencing,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,98.97,28.39,43.57,21.12,98,Access,Attendance,CP1402,59.97,44.07,72.97,73.84,48,Access,Concern for Welfare,CP1404,74.46,63.44,30.35,40.15,93,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness,IT
442,bachelor of information technology,First year,Satisfactory,0,Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Phone,CP1401,2.92,96.33,57.72,4.82,18,Access,Non Submission,CP1402,34.53,48.79,25.73,88.85,19,No Access,Non Submission,CP1404,68.24,60.48,8.05,48.0,25,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment,IT
443,bachelor of information technology,First year,Satisfactory,0,Essential Skills and Reading,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,49.6,3.31,9.95,53.89,40,Access,Non Submission,CP1402,57.94,18.58,26.49,83.21,95,No Access,Concern for Welfare,CP1404,97.0,94.77,52.63,1.44,95,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Poor time management,IT
444,bachelor of information technology,Return to Study,Satisfactory,1,Referencing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,12.82,92.6,5.46,79.31,14,Access,Non Submission,CP1402,85.08,55.08,0.48,17.23,18,No Access,Non Submission,CP1404,43.59,67.76,19.27,83.14,90,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor time management,IT
445,bachelor of information technology,Excluded,Satisfactory,4,4R Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,99.57,12.43,90.32,48.84,53,No Access,Non Submission,CP1402,18.28,10.92,35.66,1.62,50,Access,Non Submission,CP1404,61.47,32.47,55.84,81.06,79,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Death in family,IT
446,bachelor of information technology,Return to Study,At Risk,CP1404,Referencing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,7.97,30.16,81.6,70.87,81,Access,Attendance,CP1402,22.78,47.09,90.36,34.63,31,No Access,Non Submission,CP1404,68.23,55.52,5.39,81.51,78,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness,IT
447,bachelor of information technology,First year,At Risk,CP1407,Studiocity,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP1401,89.54,72.47,92.27,46.72,79,Access,Attendance,CP1402,97.83,80.77,96.38,11.16,97,Access,Concern for Welfare,CP1404,26.3,98.62,37.57,66.79,40,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Sickness,IT
448,bachelor of information technology,Excluded,Academic Caution,CP1404,Studiocity,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP1401,11.82,39.66,40.03,49.95,73,No Access,Attendance,CP1402,3.14,22.24,1.8,94.41,96,Access,Non Submission,CP1404,75.41,32.98,97.94,63.74,41,No Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Death in family,IT
449,bachelor of information technology,Continuing,At Risk,0,Writing,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,40.36,2.53,58.87,99.8,42,No Access,Concern for Welfare,CP1402,72.41,59.15,26.54,75.32,68,Access,Non Submission,CP1404,85.97,63.05,55.02,62.73,48,No Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health,IT
450,bachelor of information technology,LOA,Academic Caution,1,Essential Skills and Reading,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP1401,70.21,62.19,78.58,54.16,81,Access,Attendance,CP1402,22.52,37.65,66.6,30.44,97,Access,Non Submission,CP1404,97.89,18.42,5.45,90.95,52,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management,IT
