student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_4_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues
358,Master of Engineering Management,Excluded,At Risk,,Studiocity,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,90.9,83.04,58.38,17.23,64,Access,Non Submission,,47.72,1.18,62.63,45.3,49,Access,Non Submission,,82.04,81.45,29.03,74.99,71,Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Sickness
359,Master of Engineering Management,LOA,Satisfactory,,Referencing,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,80.41,74.64,84.34,32.0,0,Access,Attendance,,51.0,66.79,32.3,55.85,31,Access,Non Submission,,13.41,83.48,37.63,33.13,91,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental health
360,Master of Engineering Management,First year,Satisfactory,,Essential Skills and Reading,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,95.17,36.1,27.41,32.6,42,Access,Non Submission,,33.67,21.23,56.04,87.48,90,Access,Attendance,,8.44,92.22,74.46,45.3,5,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment
361,Master of Engineering Management,First year,At Risk,,Referencing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,,75.52,96.56,29.21,32.34,82,No Access,Concern for Welfare,,95.14,20.92,14.42,96.26,59,Access,Concern for Welfare,,21.71,92.58,30.92,38.17,27,No Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Death in family
362,Master of Engineering Management,New,Satisfactory,,Referencing,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,62.41,94.08,32.58,12.42,90,Access,Attendance,,55.87,59.73,10.36,72.45,66,Access,Attendance,,1.41,64.23,30.41,27.41,45,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment
363,Master of Engineering Management,SRI to JCUB,Academic Caution,,Referencing,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,99.56,75.72,15.03,33.67,70,Access,Concern for Welfare,,73.21,18.5,89.42,78.28,49,No Access,Attendance,,28.21,35.15,22.73,67.82,4,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Mental health
364,Master of Engineering Management,Excluded,Excluded,,Essential Skills and Reading,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,,64.89,98.8,3.68,58.34,61,No Access,Attendance,,64.61,66.56,54.28,14.67,44,Access,Non Submission,,30.93,38.22,49.04,32.48,54,No Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Death in family
365,Master of Engineering Management,Transferred,Excluded,,Essential Skills and Reading,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,,31.67,9.95,35.99,72.79,88,Access,Non Submission,,3.41,30.39,25.27,34.09,71,Access,Concern for Welfare,,97.51,89.16,20.45,44.6,75,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Mental health
366,Master of Engineering Management,First year,Excluded,,Studiocity,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,81.86,43.75,0.29,36.52,48,Access,Non Submission,,94.99,53.47,99.34,84.11,31,No Access,Concern for Welfare,,80.48,43.17,59.85,8.51,83,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Mental health
367,Master of Engineering Management,First year,Academic Caution,,Studiocity,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,5.6,59.27,55.27,92.41,45,Access,Non Submission,,73.97,40.34,61.27,35.68,26,Access,Non Submission,,86.45,72.44,81.96,0.51,8,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness
368,Master of Engineering Management,LOA,Conditional,,Studiocity,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,,74.38,99.53,40.43,11.19,19,No Access,Attendance,,31.35,50.51,71.02,9.62,72,Access,Concern for Welfare,,93.6,70.4,92.63,24.4,3,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family
369,Master of Engineering Management,New,Conditional,,Writing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,74.81,79.5,54.83,25.08,72,Access,Non Submission,,91.51,67.76,34.24,14.75,71,Access,Concern for Welfare,,66.77,83.05,83.52,30.35,11,Access,Attendance,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment
370,Master of Engineering Management,Continuing,Conditional,,Studiocity,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,66.79,25.87,52.4,21.68,60,Access,Non Submission,,95.58,76.92,54.93,1.26,96,Access,Concern for Welfare,,63.51,59.69,4.91,73.69,24,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor time management
371,Master of Engineering Management,LOA,At Risk,,Essential Skills,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,56.32,77.78,34.36,82.68,61,Access,Concern for Welfare,,99.91,23.6,82.2,35.12,85,Access,Attendance,,70.99,17.79,99.36,84.75,19,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment
372,Master of Engineering Management,Transferred,At Risk,,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,78.68,16.92,8.41,61.13,59,No Access,Concern for Welfare,,29.75,50.94,43.03,14.17,39,Access,Non Submission,,97.6,45.82,30.22,8.94,89,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late Enrollment
373,Master of Engineering Management,Excluded,At Risk,,Essential Skills and Reading,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,9.3,38.48,28.44,40.37,38,No Access,Attendance,,50.77,60.37,25.27,83.3,25,No Access,Non Submission,,38.09,87.99,25.54,3.94,31,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Poor time management
374,Master of Engineering Management,Return to Study,At Risk,,Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,57.4,43.88,43.13,70.62,57,Access,Non Submission,,56.19,65.99,94.81,7.76,82,Access,Non Submission,,48.17,99.68,85.46,93.14,82,No Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Death in family
375,Master of Engineering Management,First year,Academic Caution,,Writing,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,59.88,22.47,29.38,9.11,44,Access,Non Submission,,82.23,42.33,56.44,82.01,62,Access,Attendance,,35.53,78.99,81.3,3.76,54,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Death in family
376,Master of Engineering Management,Continuing,At Risk,,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,80.62,0.92,0.44,20.01,76,No Access,Non Submission,,74.95,1.12,64.43,43.19,100,Access,Concern for Welfare,,73.55,21.33,2.87,48.82,55,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Mental health
377,Master of Engineering Management,Continuing,Conditional,,Essential Skills and Reading,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,6.82,16.15,4.13,69.11,91,Access,Concern for Welfare,,91.61,23.71,33.36,76.67,17,Access,Attendance,,75.92,94.13,54.07,24.83,36,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment
378,Master of Engineering Management,Continuing,Satisfactory,,Essential Skills and Reading,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,,40.58,44.77,7.88,68.67,91,No Access,Attendance,,69.5,99.36,59.7,14.15,88,Access,Attendance,,91.88,86.25,33.07,16.7,69,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Death in family
379,Master of Engineering Management,First year,At Risk,,Essential Skills and Reading,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,89.13,0.36,60.79,84.2,0,No Access,Attendance,,76.71,28.09,67.81,22.65,1,Access,Non Submission,,21.11,21.51,42.17,26.67,0,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family
380,Master of Engineering Management,LOA,Conditional,,Essential Skills and Reading,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,4.94,59.54,92.98,56.11,30,No Access,Non Submission,,33.41,78.51,15.54,3.82,32,Access,Concern for Welfare,,38.65,90.88,73.77,95.65,36,Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment
381,Master of Engineering Management,Continuing,Academic Caution,,Writing,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,,10.02,27.88,52.54,65.76,52,Access,Concern for Welfare,,80.42,4.52,95.82,1.59,95,Access,Attendance,,77.52,41.54,24.15,65.94,32,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental health
382,Master of Engineering Management,Excluded,Academic Caution,,Studiocity,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,95.29,30.79,73.39,24.62,55,Access,Attendance,,46.73,50.09,75.76,90.63,63,Access,Concern for Welfare,,22.58,90.78,3.54,33.63,45,Access,Attendance,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Death in family
383,Master of Engineering Management,Return to Study,Satisfactory,,Writing,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,74.23,63.5,74.67,9.37,41,Access,Non Submission,,10.13,84.04,5.3,70.95,18,Access,Concern for Welfare,,69.89,30.1,51.95,92.97,71,No Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment
384,Master of Engineering Management,New,Excluded,,Writing,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,21.44,99.84,8.9,26.03,64,Access,Attendance,,29.98,63.16,52.9,91.78,45,No Access,Concern for Welfare,,80.5,77.92,44.47,72.11,89,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Death in family
385,Master of Engineering Management,SRI to JCUB,Conditional,,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,65.44,89.97,49.96,43.33,79,Access,Attendance,,10.58,17.29,96.19,30.92,28,No Access,Attendance,,40.45,70.17,50.25,36.56,36,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
386,Master of Engineering Management,First year,Excluded,,Studiocity,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,37.71,35.7,89.0,99.92,61,No Access,Attendance,,83.16,7.4,31.99,61.73,82,Access,Concern for Welfare,,68.29,78.11,42.61,99.66,13,No Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Sickness
387,Master of Engineering Management,New,Academic Caution,,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,5.77,73.18,6.39,97.49,6,Access,Concern for Welfare,,7.28,59.43,10.25,51.34,90,Access,Concern for Welfare,,16.1,40.88,90.1,46.56,34,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late Enrollment
388,Master of Engineering Management,Transferred,Satisfactory,,Writing,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,89.53,12.57,66.54,18.56,77,Access,Non Submission,,68.75,30.79,32.33,93.67,87,Access,Non Submission,,91.2,7.56,59.77,18.2,71,No Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment
389,Master of Engineering Management,Continuing,Academic Caution,,Writing,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,21.03,61.46,30.56,24.58,46,Access,Concern for Welfare,,71.52,95.99,81.34,87.08,45,No Access,Attendance,,50.8,61.75,34.93,86.79,31,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late Enrollment
390,Master of Engineering Management,Transferred,Satisfactory,,Studiocity,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,47.27,1.88,50.28,71.06,67,No Access,Concern for Welfare,,88.52,51.76,53.9,78.24,28,Access,Concern for Welfare,,14.54,34.61,5.22,45.11,71,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment
391,Master of Engineering Management,First year,Excluded,,Writing,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,72.88,47.54,73.57,55.67,56,Access,Non Submission,,65.79,1.67,16.53,13.36,48,No Access,Non Submission,,2.54,5.74,96.81,99.97,34,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Death in family
392,Master of Engineering Management,Return to Study,Academic Caution,,Essential Skills,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,41.18,91.59,18.61,63.92,35,Access,Concern for Welfare,,38.34,14.08,35.31,59.09,98,Access,Concern for Welfare,,57.0,79.78,0.99,15.99,14,No Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health
393,Master of Engineering Management,LOA,Excluded,,4R Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,76.33,75.78,78.95,70.54,53,Access,Non Submission,,84.75,23.6,19.47,87.17,40,No Access,Attendance,,76.78,28.16,17.64,35.07,22,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness
394,Master of Engineering Management,SRI to JCUB,Satisfactory,,Writing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,72.3,70.73,19.39,90.74,88,Access,Non Submission,,59.91,46.19,88.66,66.21,99,No Access,Non Submission,,53.46,81.09,84.54,91.74,53,No Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health
395,Master of Engineering Management,Excluded,Academic Caution,,Writing,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,21.46,13.54,95.11,18.68,84,No Access,Concern for Welfare,,64.03,23.11,39.82,95.03,87,Access,Non Submission,,95.57,8.2,19.96,78.6,74,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment
396,Master of Engineering Management,Transferred,Academic Caution,,Writing,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,49.59,66.98,13.3,44.01,26,Access,Non Submission,,60.37,22.83,66.16,55.47,77,Access,Non Submission,,10.29,70.37,1.06,79.4,82,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health
397,Master of Engineering Management,First year,Satisfactory,,Essential Skills and Reading,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,5.32,76.72,30.64,16.11,7,No Access,Non Submission,,83.34,75.41,98.96,38.26,5,No Access,Concern for Welfare,,86.01,10.06,66.54,56.42,52,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Late Enrollment
398,Master of Engineering Management,Continuing,Conditional,,Studiocity,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,89.03,23.74,67.86,91.68,17,No Access,Concern for Welfare,,39.35,19.24,51.77,22.34,74,Access,Non Submission,,61.67,68.54,71.21,32.45,35,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness
399,Master of Engineering Management,First year,Academic Caution,,Essential Skills and Reading,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,99.42,74.48,17.76,92.3,30,Access,Attendance,,7.78,78.06,69.29,42.25,7,No Access,Attendance,,82.7,37.58,41.48,48.12,34,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness
400,Master of Engineering Management,New,At Risk,,4R Essential Skills,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,19.28,60.69,30.4,18.05,68,Access,Attendance,,5.22,92.67,63.57,70.18,8,No Access,Attendance,,35.51,5.68,40.55,99.99,77,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Sickness
401,Master of Engineering Management,Transferred,At Risk,,Essential Skills and Reading,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,68.4,47.25,81.41,32.4,51,Access,Non Submission,,9.75,99.73,25.18,35.65,23,Access,Non Submission,,82.33,23.51,27.47,21.42,96,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness
402,Master of Engineering Management,First year,At Risk,,4R Essential Skills,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,22.97,25.89,21.87,13.29,43,Access,Attendance,,56.65,95.07,19.64,89.02,16,Access,Concern for Welfare,,37.38,4.53,75.39,85.73,44,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Death in family
403,Master of Engineering Management,Excluded,Excluded,,Essential Skills and Reading,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,10.78,77.61,42.78,14.93,16,No Access,Non Submission,,26.14,29.59,93.96,75.7,75,No Access,Non Submission,,22.37,82.21,9.74,85.63,47,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment
404,Master of Engineering Management,Continuing,At Risk,,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,78.93,69.88,27.94,40.78,7,Access,Non Submission,,93.78,87.21,79.52,72.06,43,Access,Non Submission,,78.08,60.16,32.93,76.01,44,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family
405,Master of Engineering Management,Return to Study,Satisfactory,,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,14.66,47.19,1.33,60.08,24,Access,Concern for Welfare,,51.8,88.78,25.97,96.67,3,No Access,Concern for Welfare,,41.8,80.05,58.94,31.4,7,No Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Mental health
406,Master of Engineering Management,New,Excluded,,Studiocity,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,28.89,85.48,93.08,7.91,88,No Access,Concern for Welfare,,47.91,4.28,84.44,44.75,13,No Access,Concern for Welfare,,10.23,19.18,48.94,75.96,51,No Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness
407,Master of Engineering Management,SRI to JCUB,Conditional,,Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,3.73,39.08,18.6,73.92,55,No Access,Attendance,,76.61,20.42,53.15,82.59,48,Access,Non Submission,,85.01,58.97,82.72,54.09,10,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health
408,Master of Engineering Management,SRI to JCUB,At Risk,,Referencing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,40.86,62.57,98.66,54.64,73,Access,Attendance,,43.64,84.71,98.53,0.04,43,No Access,Concern for Welfare,,50.28,62.77,25.73,94.69,20,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health
409,Master of Engineering Management,Return to Study,Excluded,,Studiocity,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,60.56,1.7,65.87,79.41,92,Access,Non Submission,,96.4,84.83,53.83,80.67,46,Access,Non Submission,,6.84,78.5,3.97,58.38,25,No Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health
410,Bachelor of Information Technology,Return to Study,Satisfactory,,Referencing,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,10.11,42.41,5.46,8.96,44,Access,Non Submission,,88.32,98.75,5.07,40.33,17,Access,Attendance,,21.3,64.47,29.98,32.94,11,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management
411,Bachelor of Information Technology,Excluded,Excluded,,4R Essential Skills,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,71.86,43.43,96.87,14.28,37,Access,Non Submission,,51.6,59.33,38.1,53.02,68,Access,Non Submission,,56.46,67.84,47.09,39.84,100,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental health
412,Bachelor of Information Technology,LOA,Academic Caution,CP1401,Referencing,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,53.44,6.58,49.26,89.2,52,Access,Non Submission,,48.53,86.99,62.81,87.67,64,No Access,Concern for Welfare,,23.71,98.68,54.93,42.63,0,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family
413,Bachelor of Information Technology,LOA,Satisfactory,,Referencing,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,29.83,15.8,62.29,96.0,31,Access,Attendance,,71.01,73.0,68.2,88.33,64,Access,Non Submission,,8.92,74.46,91.63,56.48,47,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness
414,Bachelor of Information Technology,Transferred,Excluded,,Referencing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,7.05,85.74,16.44,16.47,96,Access,Attendance,,30.99,51.68,85.12,34.53,47,Access,Non Submission,,34.54,3.91,63.76,96.67,42,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family
415,Bachelor of Information Technology,LOA,Satisfactory,,4R Essential Skills,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,46.73,87.33,45.74,81.54,43,Access,Concern for Welfare,,57.89,25.86,73.13,73.93,40,Access,Non Submission,,78.34,42.46,74.17,59.51,72,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental health
416,Bachelor of Information Technology,Continuing,Excluded,,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,28.18,3.88,99.55,44.14,99,Access,Concern for Welfare,,95.18,33.51,41.5,43.75,92,Access,Attendance,,84.57,7.11,38.97,88.4,31,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment
417,Bachelor of Information Technology,Excluded,Satisfactory,,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,86.14,86.06,45.09,52.94,74,Access,Attendance,,64.35,20.57,20.95,64.71,51,Access,Attendance,,89.14,42.86,59.01,84.95,62,No Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management
418,Bachelor of Information Technology,SRI to JCUB,Conditional,CP1401,Studiocity,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,85.0,41.36,41.27,40.09,96,Access,Non Submission,,32.92,66.04,29.4,76.7,90,Access,Attendance,,44.03,69.5,64.76,66.47,86,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment
419,Bachelor of Information Technology,Continuing,At Risk,CP1401,Studiocity,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,3.93,31.7,45.14,16.22,31,Access,Attendance,,88.63,7.46,48.12,7.28,80,Access,Non Submission,,71.61,40.88,5.95,12.43,56,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management
420,Bachelor of Information Technology,Continuing,Conditional,,Essential Skills,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,86.3,70.84,66.42,15.43,55,Access,Non Submission,,91.28,55.51,37.67,73.76,29,Access,Non Submission,,22.13,71.33,39.38,28.47,45,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Mental health
421,Bachelor of Information Technology,Excluded,Conditional,,Essential Skills and Reading,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,73.4,10.25,30.64,87.03,78,Access,Non Submission,,24.04,66.11,91.74,11.96,17,Access,Non Submission,,18.27,43.79,32.83,1.64,15,No Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Poor time management
